label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.7825414538383484,0.6402531862258911,0.7321282625198364,0.611143946647644,0.6920970678329468,0.5524166822433472,0.6689186096191406,0.503545343875885,0.6622276306152344,0.4615342617034912,0.7225092053413391,0.47083914279937744,0.7120783925056458,0.41609835624694824,0.701204776763916,0.39035657048225403,0.6890122890472412,0.3767458200454712,0.750370979309082,0.45931684970855713,0.744284451007843,0.3925251364707947,0.7333872318267822,0.3638307452201843,0.7203356623649597,0.3595190644264221,0.7777765393257141,0.460287481546402,0.7769461274147034,0.39561042189598083,0.7650259733200073,0.3700284957885742,0.7489952445030212,0.36866188049316406,0.8060606718063354,0.47252172231674194,0.8103722929954529,0.4159754514694214,0.7995686531066895,0.387299120426178,0.7823183536529541,0.378072589635849
0,0.7836485505104065,0.6415463089942932,0.7322967648506165,0.6122386455535889,0.6917769312858582,0.5527248978614807,0.6678428649902344,0.5035505890846252,0.6627259254455566,0.45996734499931335,0.7219240665435791,0.4713939130306244,0.711758017539978,0.4152612090110779,0.7002967596054077,0.39028993248939514,0.6879616379737854,0.38006314635276794,0.7500614523887634,0.45993006229400635,0.7430257797241211,0.39267295598983765,0.7313286662101746,0.3629060983657837,0.717310905456543,0.35777854919433594,0.7781001925468445,0.4611324071884155,0.7762483954429626,0.3959047794342041,0.76368248462677,0.36952561140060425,0.7468820810317993,0.36697065830230713,0.8070486783981323,0.47388890385627747,0.8100199103355408,0.4169893264770508,0.7981225252151489,0.3869524598121643,0.7797960042953491,0.37535256147384644
0,0.7841374278068542,0.6425267457962036,0.7330396771430969,0.6133400797843933,0.6924394965171814,0.5544781684875488,0.6674159169197083,0.5047595500946045,0.6626814007759094,0.4600069522857666,0.7220069169998169,0.47203749418258667,0.7116802334785461,0.4158872961997986,0.7003722786903381,0.3905947804450989,0.6883959770202637,0.3797696530818939,0.7501018643379211,0.46040666103363037,0.7432448863983154,0.392708957195282,0.7315000295639038,0.36317405104637146,0.7174460887908936,0.3582529127597809,0.7781446576118469,0.46151652932167053,0.7763616442680359,0.3956793248653412,0.7636240720748901,0.3694496750831604,0.7466593384742737,0.3673003911972046,0.8071312308311462,0.4743928909301758,0.8103436231613159,0.41679930686950684,0.7983835935592651,0.38677239418029785,0.7798829078674316,0.3755056858062744
0,0.7865452170372009,0.6379503011703491,0.7342303395271301,0.6077903509140015,0.691920816898346,0.5511825680732727,0.6668978929519653,0.5031960010528564,0.6584924459457397,0.4619227945804596,0.721017599105835,0.46915820240974426,0.709743857383728,0.41269049048423767,0.6989582777023315,0.3858906030654907,0.6866610646247864,0.3669467568397522,0.7490164041519165,0.4582682251930237,0.7403599619865417,0.3942231237888336,0.7305095791816711,0.3646140396595001,0.7180529236793518,0.34837502241134644,0.7768124341964722,0.4587670564651489,0.773492157459259,0.39532047510147095,0.7650845646858215,0.36863070726394653,0.7518433928489685,0.356078177690506,0.8054633736610413,0.47021549940109253,0.8083590269088745,0.4147067368030548,0.8024716973304749,0.38700374960899353,0.7906126976013184,0.3709676265716553
0,0.7868624925613403,0.6367224454879761,0.7342377305030823,0.607593834400177,0.6922817826271057,0.5511656403541565,0.6678537726402283,0.503105640411377,0.6598380208015442,0.4616197645664215,0.720828115940094,0.4699396789073944,0.7092298865318298,0.4128984212875366,0.698607325553894,0.38573771715164185,0.6867974400520325,0.36678293347358704,0.7487972378730774,0.45880842208862305,0.7389213442802429,0.39542514085769653,0.728503942489624,0.365293025970459,0.7157080173492432,0.34886837005615234,0.7765666246414185,0.45902663469314575,0.7725082039833069,0.3960533142089844,0.7640241384506226,0.3690471053123474,0.7508323192596436,0.35635119676589966,0.8051943778991699,0.46991944313049316,0.8074771165847778,0.4145488739013672,0.8014780282974243,0.38693079352378845,0.7896078824996948,0.3710242509841919
0,0.7848597168922424,0.6304311752319336,0.7321552634239197,0.6036161184310913,0.6906241178512573,0.549194872379303,0.6624724864959717,0.5057528018951416,0.6409731507301331,0.47314006090164185,0.7205520868301392,0.46369728446006775,0.7044690251350403,0.4021829068660736,0.6922874450683594,0.3672739863395691,0.680125892162323,0.33752164244651794,0.7502307295799255,0.45042625069618225,0.7389712929725647,0.3795885145664215,0.726992130279541,0.3389536142349243,0.7137154936790466,0.30632737278938293,0.7803331613540649,0.45101818442344666,0.7755910158157349,0.38402092456817627,0.7667452096939087,0.34573549032211304,0.7545905113220215,0.31525468826293945,0.8106342554092407,0.46450120210647583,0.8145135045051575,0.41066956520080566,0.811018168926239,0.3786490559577942,0.8033891320228577,0.35249757766723633
0,0.7846513986587524,0.6341961622238159,0.7323605418205261,0.6048957109451294,0.6906906366348267,0.5490178465843201,0.6635300517082214,0.5040985941886902,0.6427246928215027,0.4711284935474396,0.7203835248947144,0.465204119682312,0.70470130443573,0.40401092171669006,0.6927525997161865,0.3702944815158844,0.6812126040458679,0.34129130840301514,0.7499420642852783,0.45153242349624634,0.7392652034759521,0.3803345859050751,0.7282382845878601,0.3393494784832001,0.7159663438796997,0.3050974905490875,0.7799241542816162,0.4521011710166931,0.775438129901886,0.38494110107421875,0.7671387195587158,0.34621065855026245,0.7552899718284607,0.3139382004737854,0.8106791973114014,0.4651075005531311,0.8144901990890503,0.4113570749759674,0.8117225170135498,0.3796795904636383,0.8047581315040588,0.3531721532344818
0,0.7864210605621338,0.6272611021995544,0.7306197881698608,0.5999878644943237,0.6868721842765808,0.5463060736656189,0.6561368107795715,0.5051845908164978,0.6308444738388062,0.4752350449562073,0.7196747660636902,0.4515930712223053,0.7013665437698364,0.37934333086013794,0.6890408992767334,0.3361755609512329,0.677407443523407,0.29939401149749756,0.7515190839767456,0.43875640630722046,0.7407256960868835,0.3573446571826935,0.7317100763320923,0.3079308271408081,0.7218050956726074,0.26740822196006775,0.7839285731315613,0.4430115818977356,0.7822726964950562,0.3682445287704468,0.7781327366828918,0.3212713897228241,0.7708171606063843,0.28128790855407715,0.8159804940223694,0.46176713705062866,0.8214884400367737,0.4038213789463043,0.8206743597984314,0.3676934242248535,0.8165886402130127,0.33635878562927246
0,0.7868087291717529,0.6337594985961914,0.732338547706604,0.6036860346794128,0.6872588396072388,0.5463359951972961,0.6557530164718628,0.5039432644844055,0.6290861964225769,0.4770021140575409,0.7186052799224854,0.4508337080478668,0.7007396817207336,0.3807185888290405,0.6884490251541138,0.339099645614624,0.6777756214141846,0.30245471000671387,0.7506898641586304,0.43761569261550903,0.7408856153488159,0.3569383919239044,0.7324820160865784,0.3079903721809387,0.7242891192436218,0.2672119736671448,0.7826349139213562,0.44186368584632874,0.7814500331878662,0.366842120885849,0.7768510580062866,0.3211436867713928,0.7700910568237305,0.2825466990470886,0.814462423324585,0.46036282181739807,0.8202628493309021,0.40250810980796814,0.8197593688964844,0.36563074588775635,0.8166192770004272,0.33296000957489014
0,0.784638524055481,0.6347869634628296,0.7326329350471497,0.6039150357246399,0.6872525215148926,0.5440863966941833,0.6536073088645935,0.5021036267280579,0.6234978437423706,0.48071709275245667,0.723952054977417,0.44639161229133606,0.7061277627944946,0.37196117639541626,0.6942020058631897,0.3266579210758209,0.6842817664146423,0.2872846722602844,0.7579041719436646,0.43343693017959595,0.7499411106109619,0.3463493883609772,0.7431218028068542,0.2911803126335144,0.7366158366203308,0.2463487833738327,0.7914125323295593,0.4406038522720337,0.7946102619171143,0.35952088236808777,0.7944731712341309,0.3074304461479187,0.792023241519928,0.2638760507106781,0.8231552839279175,0.4638760983943939,0.8339861035346985,0.40237781405448914,0.8382153511047363,0.36185353994369507,0.8390755653381348,0.32707566022872925
